cv_macro_f1_mean,cv_macro_f1_std,oof_macro_f1,oof_acc,n_train,n_test,elapsed_s
0.7184384243207773,0.06719134583591112,0.7166584766584766,0.7142857142857143,84,36,8.690595149993896
